Geneid	AN14028316	AN14028318	AN14028320	AN14028322	AN14028324	AN14028326	AN14028328	AN14028330
EMX2OS	2	0	0	0	4	8	0	0
EMX2	2	0	0	0	4	2	0	0
RAB11FIP2	433	579	458	598	804	734	899	1038
CASC2	55	48	24	16	53	47	33	25
FAM204A	914	1169	657	864	982	829	714	840
LINC00867	7	2	1	1	0	0	0	0
PRLHR	0	0	0	0	0	1	0	0
CACUL1	1849	2571	1801	2127	4250	4028	2645	3095
NANOS1	29	44	66	56	228	231	212	194
EIF3A	11871	16147	11687	14349	15105	13190	10928	12218
SNORA19	0	0	0	0	0	2	0	0
DENND10	425	487	594	690	883	650	638	843
SFXN4	791	936	590	696	441	383	444	478
PRDX3	4371	5399	4799	5690	5693	4863	3595	3971
GRK5	77	115	66	102	32	10	2	7
MIR4681	0	0	0	0	0	0	0	0
RGS10	223	254	320	424	377	307	149	194
TIAL1	2538	3496	3174	3571	3633	3279	3520	3865
BAG3	1024	1091	1154	1205	1221	866	581	645
INPP5F	831	1185	750	864	827	795	709	794
MCMBP	2946	4136	3084	3676	3416	2751	3498	3937
SEC23IP	1749	2241	1786	2013	2405	2069	1237	1496
MIR4682	1	0	0	0	0	0	0	0
PLPP4	185	235	46	58	344	243	80	110
LINC01561	1	6	4	0	16	11	0	2
WDR11-AS1	2	10	0	2	11	5	4	9
WDR11	2544	3180	1786	1981	4679	4065	1908	2121
FGFR2	899	1236	865	1009	3143	2401	1379	1583
ATE1	960	1302	1174	1410	1477	1272	1366	1640
ATE1-AS1	0	0	0	0	0	0	0	0
NSMCE4A	524	665	771	916	742	680	691	801
TACC2	981	1114	864	924	2440	1755	919	989
BTBD16	2	2	0	2	6	3	2	4
PLEKHA1	1407	1830	1394	1716	2060	1823	1429	1675
MIR3941	0	0	0	0	0	0	0	0
ARMS2	0	0	0	0	0	0	0	0
HTRA1	218	259	28	41	104	146	22	25
DMBT1	4	4	3	1	0	2	0	2
LOC112577516	0	0	0	0	0	0	0	0
C10orf120	0	0	0	0	0	0	0	0
DMBT1P1	4	6	2	0	0	0	0	0
FAM24B-CUZD1	14	13	9	8	6	7	4	6
CUZD1	0	0	0	0	0	0	0	0
FAM24B	192	231	184	200	152	129	222	221
LOC399815	272	382	238	291	225	209	175	227
FAM24A	0	0	0	0	2	0	0	0
C10orf88	263	315	232	311	575	549	546	630
PSTK	232	284	297	306	445	398	249	338
IKZF5	460	571	426	535	663	612	565	660
ACADSB	386	515	357	376	1232	994	236	337
HMX3	0	0	0	0	0	0	0	0
HMX2	0	1	0	0	2	8	2	0
BUB3	4653	5627	4459	5263	4521	3998	4126	4648
GPR26	12	8	0	3	0	0	0	0
CPXM2	0	0	0	0	0	2	0	0
CHST15	1627	2085	1557	1728	2113	1712	727	880
OAT	1552	2004	1877	2246	7318	6340	2550	2977
NKX1-2	5	2	0	0	284	225	182	175
LHPP	215	158	201	199	227	146	264	365
FAM53B	568	531	343	389	277	156	154	220
FAM53B-AS1	0	1	0	0	0	0	0	0
EEF1AKMT2	537	738	585	705	1091	934	704	851
ABRAXAS2	748	1197	896	1061	1101	919	1089	1154
ZRANB1	572	782	630	793	1227	1129	1100	1214
CTBP2	2122	2677	2485	3136	3833	3125	2204	2590
MIR4296	2	0	0	0	0	0	0	0
TEX36-AS1	0	0	0	0	0	0	0	1
TEX36	0	2	16	8	13	6	16	13
LOC283038	4	2	9	6	6	3	4	8
EDRF1-DT	10	16	8	24	3	7	4	5
EDRF1	1255	1597	1352	1550	2015	1813	1706	1939
EDRF1-AS1	7	1	6	6	5	7	10	6
MMP21	0	0	0	0	0	2	0	0
UROS	1084	1222	862	1031	955	829	617	557
MIR4484	1	1	0	1	0	1	0	1
BCCIP	2648	3399	2554	3051	2462	2153	1509	1766
DHX32	1146	1587	1342	1520	1097	1005	1138	1176
FANK1	55	96	40	44	22	13	14	23
FANK1-AS1	0	0	0	0	0	0	0	0
ADAM12	7	7	14	18	175	207	22	40
LINC00601	0	0	0	0	0	0	0	0
C10orf90	0	0	0	0	0	0	0	0
LOC728158	0	0	0	0	0	0	0	0
DOCK1	1300	1685	1439	1618	2412	2001	1424	1490
INSYN2A	5	2	5	1	10	2	0	0
NPS	0	0	0	0	0	0	0	0
FOXI2	0	0	0	0	0	0	0	0
CLRN3	2	0	0	2	0	0	0	0
PTPRE	329	417	193	286	119	96	108	166
AS-PTPRE	2	0	3	0	2	0	0	3
MKI67	13218	17941	14729	17784	12758	10704	12370	14568
LINC01163	0	0	0	0	0	0	0	0
LINC02667	0	0	0	0	0	0	0	0
MGMT	817	733	319	323	265	145	137	206
EBF3	45	61	5	10	122	89	14	25
MIR4297	1	2	0	0	0	0	0	0
C10orf143	115	139	66	90	20	15	28	24
CTAGE7P	47	70	33	63	30	26	33	48
GLRX3	3046	4079	3319	3693	2033	1742	2652	2914
MIR378C	0	0	0	0	0	0	0	0
TCERG1L	0	0	0	0	0	0	0	0
TCERG1L-AS1	0	0	0	0	0	0	0	0
LINC01164	0	0	0	0	0	0	0	0
PPP2R2D	787	988	632	687	583	468	504	703
BNIP3	1191	1537	818	912	1300	1167	603	698
JAKMIP3	2	7	0	0	0	0	2	0
DPYSL4	51	27	2	0	0	2	2	0
STK32C	301	355	145	141	34	18	51	62
LRRC27	134	150	75	134	80	65	41	74
PWWP2B	274	221	81	115	61	41	48	79
LINC02870	14	10	6	9	7	0	6	13
LOC107984282	17	20	17	7	0	0	4	0
INPP5A	932	1085	487	500	293	292	279	286
NKX6-2	2	0	0	0	0	0	0	0
CFAP46	2	4	0	0	0	8	0	0
LINC01166	0	0	0	0	0	0	0	0
LINC01167	2	0	0	0	0	0	0	0
LINC01168	0	0	0	0	0	0	0	0
ADGRA1-AS1	0	0	0	0	0	0	0	0
ADGRA1	0	2	0	0	0	0	0	0
KNDC1	0	2	0	0	0	2	0	0
UTF1	0	0	0	0	0	0	0	0
VENTX	0	0	0	0	0	0	0	0
MIR202HG	0	0	0	0	0	0	0	0
MIR202	0	0	0	0	0	0	0	0
ADAM8	84	58	202	194	0	0	0	12
TUBGCP2	1865	1870	933	1031	728	562	568	697
ZNF511	309	290	159	176	93	44	56	64
CALY	0	0	0	0	0	2	0	0
PRAP1	0	2	0	0	1	0	0	0
FUOM	294	244	65	55	38	20	26	14
ECHS1	3203	3415	2352	2402	1540	1146	1185	1360
MIR3944	1	2	0	0	0	0	0	0
PAOX	78	73	41	27	8	10	13	9
MTG1	442	488	318	269	125	111	79	141
SPRN	15	0	2	2	0	0	2	0
SCART1	28	13	32	52	51	27	35	37
CYP2E1	46	65	38	51	65	39	10	19
SYCE1	2	2	0	1	0	1	0	0
SPRNP1	0	2	0	0	0	0	0	0
FRG2B	0	2	0	0	0	0	1	0
LINC01001	34	27	19	15	9	8	8	16
SCGB1C1	0	0	0	0	0	0	0	0
ODF3	0	0	0	0	0	0	0	0
BET1L	1199	1421	1268	1290	931	607	562	803
RIC8A	2768	3300	2068	2209	1349	912	826	967
MIR6743	0	0	0	0	0	0	0	0
SIRT3	290	316	260	273	291	221	148	154
PSMD13	4208	5201	5056	5688	2558	2115	1710	2171
NLRP6	0	0	1	3	0	0	2	1
PGGHG	289	202	1237	1223	110	49	444	562
IFITM5	0	0	0	0	0	0	0	0
IFITM2	824	976	479	437	14	15	17	21
IFITM1	385	427	1517	1450	49	28	29	65
IFITM3	3303	3255	4175	4094	2024	1320	526	647
B4GALNT4	544	442	185	192	103	63	43	52
PKP3	1632	1049	470	389	84	56	108	152
SIGIRR	736	534	215	179	104	61	67	125
ANO9	303	260	110	91	2	3	37	36
PTDSS2	831	734	308	347	301	268	175	218
RNH1	2746	1786	667	626	240	167	129	222
HRAS	589	459	162	116	130	88	26	44
LRRC56	156	97	34	27	46	32	19	29
LMNTD2	46	38	11	11	22	11	11	7
LMNTD2-AS1	15	16	5	11	15	5	2	5
RASSF7	867	451	133	122	58	31	32	38
MIR210HG	78	49	6	13	28	24	6	0
MIR210	0	0	0	0	0	0	0	0
LOC143666	24	27	10	10	15	17	4	13
PHRF1	1159	1022	481	499	314	196	174	254
IRF7	285	175	123	90	15	6	12	19
CDHR5	0	0	2	0	2	0	4	3
SCT	1	1	0	0	0	0	0	2
DRD4	0	0	1	0	0	0	0	0
DEAF1	599	555	288	306	132	93	119	124
TMEM80	354	432	143	164	216	170	145	161
EPS8L2	3700	3033	1568	1516	1054	675	768	1158
TALDO1	5155	5616	4119	4077	2489	1884	2106	2721
GATD1	1524	1366	529	587	443	321	305	362
LOC171391	155	123	88	85	60	47	56	48
CEND1	6	4	3	1	3	2	0	0
SLC25A22	758	481	174	172	59	48	43	88
PANO1	10	22	24	19	20	10	5	2
PIDD1	269	121	18	35	18	18	15	29
RPLP2	8015	7955	4596	4088	3145	2052	1549	1886
SNORA52	9	6	7	4	0	1	1	0
PNPLA2	1045	796	531	514	683	390	316	481
CRACR2B	321	233	160	118	39	24	41	45
CD151	3961	3404	1757	1722	1194	732	630	916
POLR2L	1875	1058	313	269	260	120	25	66
TSPAN4	1057	663	338	246	143	85	51	127
CHID1	1598	1634	1012	1004	470	269	271	341
AP2A2	1263	1214	764	825	728	582	567	696
MUC6	3	4	0	2	2	2	6	4
LINC02688	0	0	0	0	0	0	0	0
MUC2	0	0	0	0	0	0	0	0
MUC5AC	0	0	1	0	0	0	0	0
MUC5B	0	1	0	0	2	0	0	0
MUC5B-AS1	0	0	0	0	0	0	0	0
MIR6744	0	0	0	0	0	0	0	0
TOLLIP	818	658	340	315	317	250	226	233
TOLLIP-AS1	33	23	12	10	12	14	16	8
BRSK2	349	312	111	102	64	41	23	36
MOB2	393	463	192	183	115	78	75	106
DUSP8	255	197	121	145	107	69	57	97
KRTAP5-AS1	10	25	8	11	2	6	2	0
KRTAP5-1	25	9	5	8	12	1	0	4
KRTAP5-2	0	0	1	0	0	0	0	0
KRTAP5-3	0	0	0	0	0	0	0	0
KRTAP5-4	0	0	0	0	0	0	0	0
KRTAP5-5	0	0	0	0	0	0	0	0
FAM99A	0	0	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0	0	0
KRTAP5-6	0	0	0	0	0	0	0	0
IFITM10	19	18	18	15	3	4	4	9
CTSD	6374	4767	1546	1293	1066	644	408	562
SYT8	29	12	1	0	0	0	0	0
TNNI2	2	0	0	0	0	0	0	0
LSP1	6	0	1	0	0	0	0	0
MIR4298	0	0	0	0	0	0	0	0
MIR7847	0	0	0	0	0	0	0	0
LINC01150	0	0	0	0	0	0	0	0
TNNT3	0	0	0	0	0	0	0	0
MRPL23	971	1092	410	399	252	174	96	160
SNORD131	3	0	2	0	0	0	0	0
MRPL23-AS1	9	14	24	25	2	1	9	6
LINC01219	0	0	3	1	0	2	2	6
HOTS	0	0	4	0	0	0	2	7
H19	1	0	0	0	1	0	6	8
MIR675	0	0	0	0	0	0	0	0
IGF2	0	0	0	0	0	0	0	0
INS-IGF2	0	0	0	0	0	0	0	0
MIR483	0	0	0	0	0	0	0	0
IGF2-AS	0	0	0	0	0	0	0	0
INS	0	0	0	0	0	0	0	0
TH	7	2	10	6	0	0	0	0
MIR4686	0	0	0	0	0	0	0	0
ASCL2	5	10	0	0	2	4	0	0
C11orf21	2	0	0	0	0	0	0	0
TSPAN32	0	2	0	0	0	0	0	0
CD81-AS1	4	1	0	5	0	2	0	0
CD81	2996	2867	1931	1758	972	638	585	702
TSSC4	580	374	114	138	61	20	38	32
TRPM5	0	0	0	0	0	0	0	0
KCNQ1	24	14	0	2	0	0	0	1
KCNQ1OT1	690	961	434	543	1158	1024	1120	1281
KCNQ1-AS1	0	2	0	0	0	0	2	0
KCNQ1DN	0	0	0	0	0	0	0	0
CDKN1C	169	148	31	24	233	195	349	415
SLC22A18AS	16	4	0	2	21	7	2	0
SLC22A18	149	101	40	25	13	23	14	32
PHLDA2	122	71	31	31	21	8	10	18
NAP1L4	3918	4622	3201	3444	3075	2778	2294	2530
SNORA54	2	0	1	0	0	0	1	0
CARS1	2102	2722	2361	2675	1289	1042	1823	2249
CARS-AS1	2	0	1	3	4	1	0	1
OSBPL5	160	142	14	10	3	0	0	8
MRGPRG	0	0	0	0	0	0	0	0
MRGPRG-AS1	0	0	0	0	0	0	0	0
MRGPRE	0	0	0	0	0	0	0	0
ZNF195	834	1076	674	755	703	653	511	625
TSSC2	0	3	2	0	6	2	0	0
OR7E12P	2	2	2	4	2	1	0	0
LOC101927708	0	0	0	0	1	1	1	0
TRPC2	0	0	0	0	0	0	0	0
ART5	0	2	0	0	0	0	2	0
ART1	0	0	0	0	0	0	0	0
CHRNA10	9	2	4	6	17	13	0	2
NUP98	5986	7592	6658	7512	5846	4828	5993	6650
PGAP2	798	1026	722	738	1021	842	767	928
RHOG	615	654	452	345	241	144	162	235
STIM1	708	849	851	949	836	663	851	935
MIR4687	0	0	0	0	0	0	0	0
RRM1	3453	4564	5485	6452	5203	4710	5567	6126
LINC02749	6	0	0	0	4	4	2	0
OR52B4	0	0	0	0	0	0	0	0
TRIM21	259	349	309	324	287	163	112	177
OR52K2	0	0	0	0	0	0	0	0
OR52K1	0	0	0	0	0	0	0	0
OR52M1	0	0	0	0	0	0	0	0
OR52I2	0	2	0	0	0	0	0	0
OR52I1	0	0	0	0	0	0	0	0
TRIM68	294	426	260	329	427	351	309	378
OR51D1	0	0	0	0	0	0	0	0
OR51E1	0	0	0	0	2	0	0	0
OR51E2	0	0	0	0	0	0	0	0
OR51F1	0	0	0	0	0	0	0	0
OR52R1	0	0	0	0	0	0	0	0
OR51F2	0	0	0	0	0	0	0	0
OR51S1	0	0	0	0	0	0	0	0
OR51H1	0	0	0	0	0	0	0	0
OR51T1	0	0	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0	0	0
OR51G1	0	0	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0	0	0
OR51A2	0	0	0	0	0	0	0	0
MMP26	0	0	0	0	0	0	0	0
OR51L1	0	0	0	0	0	0	0	0
OR52J3	0	0	0	0	0	0	0	0
OR52E2	0	0	0	0	0	0	0	0
OR52E1	0	0	0	0	0	0	0	0
OR52A5	0	0	0	0	0	0	0	0
OR52A1	0	0	0	0	0	0	0	0
OR52Z1	0	0	0	0	0	0	0	0
OR51V1	0	0	0	0	0	0	0	0
HBB	0	0	0	0	0	0	0	0
HBD	0	0	0	0	0	0	2	0
HBBP1	0	0	0	0	0	0	0	0
BGLT3	0	0	0	0	0	0	0	0
HBG1	0	0	0	0	0	0	0	0
HBG2	0	0	0	0	0	0	0	0
HBE1	0	0	2	0	1	1	0	0
OR51B4	0	0	0	0	0	0	0	0
OR51B2	0	0	0	0	0	0	0	0
OR51B5	0	0	0	0	0	0	5	1
OR51B6	0	0	0	0	0	0	0	0
OR51M1	0	0	0	0	0	0	0	0
OR51J1	0	0	0	0	0	0	0	0
OR51Q1	0	0	0	0	0	0	0	0
OR51I1	0	0	0	0	0	0	0	0
OR51I2	0	0	0	0	0	0	0	0
OR52D1	0	0	0	0	0	0	0	0
UBQLN3	0	0	0	0	0	0	0	0
UBQLNL	6	2	2	8	28	23	3	4
OLFM5P	0	5	4	5	20	12	11	1
OR52H1	0	0	0	0	0	0	0	2
OR52B6	0	0	0	0	0	0	0	0
TRIM6	77	117	78	142	375	315	120	175
TRIM6-TRIM34	0	0	0	0	0	0	0	0
TRIM34	1	0	1	0	0	1	1	0
TRIM5	776	987	911	1179	1535	1249	772	789
TRIM22	6	2	31	30	230	184	17	6
OR56B1	0	0	0	0	0	0	0	0
OR52N4	0	0	0	0	0	0	0	0
OR52N5	0	0	0	0	0	0	0	0
OR52N1	0	0	0	0	0	0	0	0
OR52N2	0	4	4	2	0	0	0	2
OR52E6	0	0	0	0	0	0	0	0
OR52E8	0	0	0	0	0	0	0	0
OR52E4	0	0	0	0	0	0	0	0
OR52E5	0	0	0	0	0	0	0	0
OR56A3	0	0	0	0	0	0	0	0
OR56A5	0	0	0	0	0	0	0	0
OR52L1	0	0	0	0	0	0	0	0
OR56A4	0	0	0	0	0	0	0	0
OR56A1	0	0	0	0	0	0	0	0
OR56B4	0	0	0	0	2	0	0	3
OR52B2	0	0	0	0	0	0	0	0
OR52W1	0	0	0	0	0	0	1	0
C11orf42	0	10	4	2	8	2	2	3
FAM160A2	618	709	365	326	290	195	149	202
CNGA4	23	10	5	14	1	0	2	4
CCKBR	42	59	17	16	2	0	12	2
CAVIN3	188	129	167	181	0	0	24	26
SMPD1	129	171	107	78	189	170	116	145
APBB1	96	105	34	32	167	108	43	82
HPX	4	5	0	1	2	6	2	0
TRIM3	90	126	72	86	78	63	40	60
ARFIP2	2081	2501	1550	1724	1412	981	760	900
TIMM10B	882	1210	757	885	930	935	864	897
DNHD1	202	274	394	381	430	314	519	607
RRP8	408	458	447	507	324	261	266	331
ILK	200	150	43	65	15	11	8	21
TAF10	1204	1318	1056	1140	816	594	503	529
TPP1	1824	2407	1940	2247	2461	2031	1613	1957
DCHS1	48	67	36	32	21	28	14	12
MRPL17	1687	1875	1233	1366	1061	859	754	916
GVINP1	15	14	8	6	4	4	0	0
OR2AG2	5	9	2	4	2	0	2	0
OR2AG1	0	0	0	0	0	0	0	0
OR6A2	0	0	0	0	0	0	0	0
OR10A5	0	0	0	0	0	0	0	0
OR10A2	2	0	0	0	0	0	0	0
OR10A4	0	0	0	0	0	0	0	0
OR2D2	0	2	0	0	0	0	0	0
OR2D3	0	0	0	0	0	0	0	0
ZNF215	218	304	271	223	123	151	104	145
ZNF214	62	74	63	70	107	107	63	76
NLRP14	4	13	3	7	21	10	14	9
RBMXL2	0	0	0	0	0	0	0	0
MIR302E	0	0	0	0	0	0	0	0
SYT9	2	2	2	2	4	2	0	2
LOC100506258	8	5	0	2	2	2	10	6
OLFML1	0	0	0	0	0	0	0	0
PPFIBP2	109	87	95	93	154	142	189	192
CYB5R2	456	612	764	856	156	101	261	283
OVCH2	2	7	27	28	2	2	17	14
OR5P2	0	0	0	0	0	0	0	0
OR5P3	0	0	0	0	0	0	0	0
OR5E1P	0	0	0	0	0	0	0	0
LOC283299	15	20	35	15	4	1	8	4
OR10A6	6	3	8	7	2	2	0	7
OR10A3	0	0	11	6	0	0	4	4
NLRP10	170	242	343	424	15	14	194	240
EIF3F	4104	5254	3079	3447	3692	3073	2327	2538
CASC23	0	0	0	0	0	0	0	0
TUB	37	55	10	10	111	105	52	60
TUB-AS1	0	0	0	0	0	0	0	0
RIC3	0	0	0	2	0	0	0	0
LMO1	0	0	0	0	0	0	0	0
STK33	271	371	272	360	440	368	242	254
TRIM66	811	1126	671	839	472	383	426	515
RPL27A	17594	19270	12894	15149	14355	11456	7596	8926
SNORA3A	22	20	9	11	12	16	16	14
SNORA3B	18	9	14	15	9	5	12	13
DENND2B	575	698	526	609	585	394	304	361
LOC102724784	1	0	0	0	0	0	0	4
AKIP1	434	543	583	626	590	532	739	750
C11orf16	0	2	0	0	0	1	0	0
ASCL3	0	0	0	0	2	4	4	0
TMEM9B	786	972	849	1009	1351	1164	863	952
TMEM9B-AS1	58	61	28	20	12	18	29	22
NRIP3	42	58	61	57	161	129	158	176
SCUBE2	1	4	6	2	7	5	4	4
MIR5691	0	0	0	0	0	0	0	0
KRT8P41	0	0	4	0	1	0	0	1
DENND5A	806	1138	829	949	1573	1376	1346	1527
TRL-CAA5-1	0	0	0	0	0	0	0	0
TMEM41B	664	802	677	867	1111	1043	1220	1398
IPO7	8313	11532	9345	11205	10452	9705	10032	10372
SNORA23	4	4	0	1	2	1	3	4
LOC644656	64	85	46	77	38	26	61	78
ZNF143	518	611	641	713	587	502	487	608
WEE1	1305	1718	1521	1618	1681	1663	2058	2202
SWAP70	1794	2372	1649	2009	1408	1287	1645	1797
LINC02709	22	28	26	31	4	6	16	3
SBF2-AS1	83	96	93	83	110	101	108	108
SBF2	1126	1493	1536	1742	1816	1589	1811	1986
LOC101928008	0	0	0	4	4	1	1	2
ADM	116	81	99	153	76	60	72	72
CAND1.11	5	0	0	2	4	5	0	0
AMPD3	75	132	230	237	67	62	79	84
MTRNR2L8	26	15	29	42	50	47	54	70
MIR4485	0	0	0	0	0	0	0	0
RNF141	912	1172	1350	1771	2110	1932	1227	1294
MRVI1-AS1	0	0	0	1	2	1	0	2
LYVE1	0	0	0	0	0	0	0	0
MRVI1	2	2	17	20	21	6	6	10
CTR9	1688	2088	1905	2489	2826	2419	1764	2016
EIF4G2	29458	39180	38044	43366	34986	31097	27002	29450
SNORD97	11	7	9	9	12	7	12	18
LOC101928053	27	22	30	35	10	8	14	20
ZBED5	1227	1858	1322	1543	2550	2259	2298	2644
ZBED5-AS1	165	224	123	129	153	120	136	152
GALNT18	471	498	373	440	136	102	98	141
CSNK2A3	605	46	50	64	419	40	41	70
MIR4299	0	0	0	0	2	0	0	0
MIR8070	0	0	0	0	0	0	0	0
USP47	1693	2259	2298	2537	3083	2792	4013	4274
DKK3	3999	4575	1912	2234	223	214	708	834
LINC02547	2	3	0	4	0	0	0	0
MICAL2	15735	19868	9921	11068	14921	11767	7367	8397
MIR6124	0	4	0	0	1	0	0	0
MICALCL	188	232	102	132	179	196	72	89
PARVA	1598	2221	1499	1814	1380	1184	816	852
TEAD1	4504	5828	6315	7386	8469	7289	7641	8347
LINC00958	361	560	568	632	522	347	275	246
RASSF10	2	2	0	0	4	4	2	0
ARNTL	765	1044	603	814	769	674	772	884
BTBD10	1362	1810	1702	2087	2329	2117	1540	1637
PTH	0	0	1	0	0	0	0	0
FAR1	2575	3526	3113	4225	3366	2984	3934	4341
LINC02548	0	0	0	0	0	0	0	0
LINC02545	0	0	0	0	0	0	0	0
LINC02683	13	18	21	16	7	6	6	5
SPON1	25978	32156	25270	28799	16647	13407	18204	21015
RRAS2	1967	2430	2865	3764	4929	4528	3972	4865
COPB1	6510	8624	9459	10858	10945	10042	11468	12043
PSMA1	3914	5314	5468	5981	4347	3768	4316	4707
PDE3B	100	147	132	142	65	45	80	92
CYP2R1	177	274	223	317	247	226	172	219
CALCA	0	0	0	0	0	0	0	0
CALCB	7	2	0	2	4	6	7	8
INSC	2	2	0	0	0	0	2	6
LOC102724957	0	0	0	0	0	0	0	0
SOX6	58	66	48	61	113	127	76	63
MIR6073	0	0	0	0	0	0	0	0
C11orf58	3790	5053	3830	4782	5238	4516	4014	4391
PLEKHA7	187	207	218	273	385	294	617	700
SNORD147	0	0	0	0	0	0	0	0
OR7E14P	14	27	10	6	37	28	19	20
RPS13	10051	13480	9190	10408	9404	8064	6251	7073
SNORD14A	13	18	7	7	4	13	7	17
SNORD14B	7	13	6	16	11	9	14	20
PIK3C2A	3432	4774	4150	5329	8376	7535	5700	6130
NUCB2	341	545	561	680	973	823	894	978
NCR3LG1	426	550	641	812	452	424	524	529
KCNJ11	23	27	5	14	8	0	4	6
ABCC8	0	2	0	0	0	0	0	0
USH1C	0	0	0	0	0	0	0	2
OTOG	0	0	0	0	0	0	0	0
LINC02729	0	0	0	0	0	0	0	0
MYOD1	0	0	0	0	2	0	0	0
KCNC1	0	4	2	0	2	0	0	0
SERGEF	194	251	249	292	304	183	144	238
TPH1	6	9	9	7	11	11	4	4
SAAL1	825	1049	751	851	732	606	499	512
SAA3P	0	0	0	0	0	0	0	0
MRGPRX3	0	0	0	0	0	0	0	0
MRGPRX4	1	0	2	0	0	0	0	0
SLC25A51P4	0	0	0	0	0	0	1	0
SAA2-SAA4	0	0	0	0	0	0	0	0
SAA4	0	0	0	0	0	0	0	0
SAA2	0	2	4	11	2	2	6	7
SAA1	2	1	12	7	6	4	2	6
HPS5	849	1186	1415	1584	1176	1018	1970	2061
GTF2H1	1743	2218	2087	2319	1614	1373	2315	2441
MIR3159	0	0	0	2	0	0	0	0
LDHA	16580	22885	18790	22726	15060	13272	12009	12978
LDHC	0	0	52	55	0	0	6	8
LDHAL6A	0	2	3	2	3	4	1	2
TSG101	1140	1511	1684	1889	2184	1893	2141	2268
UEVLD	790	1124	1213	1484	880	831	1361	1485
SPTY2D1OS	24	45	23	23	20	18	17	26
SPTY2D1	955	1226	964	1150	1354	1019	1366	1490
TMEM86A	55	41	16	24	59	60	70	98
IGSF22	5	2	2	3	3	0	3	2
PTPN5	6	6	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0	0	0
MRGPRX2	0	0	0	0	0	0	0	0
ZDHHC13	529	751	971	1174	768	692	731	806
CSRP3	0	0	1	10	0	0	0	0
E2F8	580	782	719	923	603	527	844	854
NAV2	963	1178	1503	1793	1766	1473	1107	1111
NAV2-AS5	4	8	0	4	7	4	0	2
NAV2-AS4	0	0	0	0	3	0	2	0
MIR4486	0	0	0	0	0	0	0	0
LOC100126784	2	6	46	57	2	2	2	4
MIR4694	0	0	0	0	0	0	0	0
NAV2-AS2	0	0	0	0	0	0	1	0
DBX1	0	0	0	0	0	0	0	0
HTATIP2	707	960	1748	2113	1305	1011	1482	1690
PRMT3	915	1259	1384	1701	705	493	1215	1273
SLC6A5	0	0	0	0	0	0	0	0
NELL1	16	0	4	6	2	4	7	0
ANO5	111	163	110	114	313	294	276	272
SLC17A6	0	0	0	4	0	0	0	2
LINC01495	0	0	0	0	0	0	0	0
FANCF	379	505	325	392	298	255	268	338
GAS2	34	52	21	28	15	23	21	14
SVIP	943	1252	819	1277	1086	944	756	936
CCDC179	0	0	0	0	1	0	0	0
MIR8054	0	0	0	0	0	0	0	0
LUZP2	2	4	2	9	4	4	2	0
ANO3	0	0	0	0	4	0	0	0
ANO3-AS1	0	0	0	0	0	0	0	0
MUC15	0	0	0	0	65	65	54	52
SLC5A12	0	0	0	4	2	2	0	1
FIBIN	0	0	0	0	0	0	0	0
BBOX1	0	0	0	0	56	41	14	62
BBOX1-AS1	0	2	0	0	0	0	0	1
CCDC34	367	488	283	353	586	531	281	359
LGR4	490	728	2490	2992	4651	4296	2799	2799
LGR4-AS1	1	0	7	8	5	4	6	4
LIN7C	529	619	645	1001	1011	906	949	955
BDNF-AS	10	21	3	20	44	31	23	18
MIR8087	0	0	0	0	0	0	0	0
LINC00678	0	0	2	2	0	0	0	0
BDNF	391	444	377	399	276	198	620	720
KIF18A	769	1136	1118	1222	1111	1006	1446	1528
MIR610	0	0	0	0	0	0	0	0
METTL15	322	488	438	621	532	394	623	625
MIR8068	0	0	0	0	0	0	0	0
LINC02546	0	0	0	0	0	0	0	0
LINC01616	0	0	0	0	0	0	0	0
KCNA4	0	0	0	0	10	4	2	2
FSHB	0	0	0	0	0	0	0	0
ARL14EP	476	557	565	677	594	578	720	813
MPPED2	0	0	0	2	6	6	4	0
DCDC1	6	12	2	6	13	27	9	8
DNAJC24	218	271	241	308	435	410	351	397
IMMP1L	171	224	158	156	133	118	182	224
ELP4	322	460	411	537	347	282	473	518
PAX6	344	469	370	375	417	379	409	444
PAX6-AS1	1	2	1	2	0	0	2	0
PAUPAR	0	6	2	2	0	2	4	3
LOC100506675	8	4	4	1	6	6	4	7
RCN1	5088	7017	5683	7021	4099	3692	4759	5323
SNORA88	0	0	0	0	0	0	0	0
WT1	4	2	4	0	226	220	4	8
WT1-AS	0	0	0	0	44	21	2	2
EIF3M	4168	5582	5668	6826	6415	5702	6176	6862
CCDC73	2	3	2	7	2	4	8	8
PRRG4	285	377	372	516	671	520	1056	1056
QSER1	1876	2661	2205	2735	2998	2770	3347	3633
DEPDC7	47	99	144	191	130	128	152	192
TCP11L1	172	190	197	210	246	162	186	202
LINC00294	65	115	111	120	191	141	144	174
CSTF3	973	1547	1284	1598	1248	1244	921	992
CSTF3-DT	23	30	13	10	3	8	1	10
HIPK3	1533	2107	1949	2272	3893	3345	2993	3297
KIAA1549L	164	256	31	53	751	634	177	212
C11orf91	1	3	12	9	5	4	1	3
CD59	4972	6654	7624	8556	7267	6215	4607	5043
FBXO3	532	733	555	730	784	757	601	656
